school_year,dpi_true_id,lat,long,school_name,accurate_agency_type,grade_band,school_enrollment,ELA,Mathematics,overall_rating,overall_score,sch_ach,sch_growth,per_ed,per_swd,per_lep,per_b_aa,per_hisp_lat
2023-24,8004_8113,43.037104980572,-87.98289495892,Woodlands School,Public Charter School,K-8,370,0.567,0.362,Exceeds Expectations,72.3,58,80.2,0.351,0.054,0,0.341,0.208
2023-24,8004_8132,43.04285500806,-87.953702969455,Woodlands School - State Street Campus,Public Charter School,K-8,198,0.225,0.117,Meets Few Expectations,49.2,32.2,68.9,0.177,0.061,0.005,0.697,0.086
2023-24,8006_8101,42.998198993969,-87.903927959457,Downtown Montessori,Public Charter School,K-8,239,0.681,0.469,Meets Expectations,69.9,73.7,56.5,0.159,0.079,0,0.054,0.218
2023-24,8007_8105,43.095549979757,-87.969068003804,Central City Cyberschool,Public Charter School,K-12,378,0.156,0.113,Meets Few Expectations,52.3,17.4,66.9,0.968,0.053,0,0.971,0.021
2023-24,8008_8106,43.042344005332,-87.939460020484,Milwaukee Academy of Science,Public Charter School,K-12,1404,0.14,0.139,Meets Expectations,64.9,21.4,71.7,0.947,0.097,0.001,0.969,0.017
2023-24,8009_8109,43.147767015336,-88.019119029874,Darrell Lynn Hines Academy,Public Charter School,K-8,172,0.207,0.172,Meets Expectations,65.5,24.8,77.4,0.855,0.134,0.012,0.86,0.012
2023-24,8011_8127,43.090381991626,-87.948868958256,Dr Howard Fuller Collegiate Academy,Public Charter School,9-12,312,0.088,0.077,Meets Expectations,63.5,14.6,61.3,0.827,0.151,0,0.971,0.022
2023-24,8012_8128,43.068462015627,-87.967967962831,Milwaukee Math and Science Academy,Public Charter School,K-8,244,0.153,0.061,Meets Expectations,64.9,28.8,73.6,0.873,0.094,0.098,0.939,0.033
2023-24,8013_8129,43.127725004744,-87.998962983489,Milwaukee Scholars Charter School,Public Charter School,K-8,769,0.228,0.228,Exceeds Expectations,71.1,28.6,85.9,0.88,0.135,0.004,0.758,0.059
2023-24,8017_8139,43.039333016164,-87.952325990401,Pathways High,Public Charter School,9-12,171,0.324,0.171,Meets Expectations,62.2,33.8,74.6,1,0.181,0.018,0.538,0.064
2023-24,8026_8131,43.023830015689,-87.959808012452,Escuela Verde,Public Charter School,9-12,120,0.169,0.06,Meets Few Expectations,55.9,18.2,53.7,0.817,0.258,0.408,0.058,0.85
2023-24,8027_8136,43.000557996799,-87.925261998514,Stellar Collegiate Charter School,Public Charter School,K-5,217,0.214,0.367,Meets Few Expectations,55.9,28.6,62.2,0.982,0.175,0.373,0.138,0.783
2023-24,8027_8152,43.000333990436,-87.931563010407,Carmen Middle School South,Public Charter School,6-8,206,0.27,0.276,Meets Expectations,63.6,34.5,73.6,0.99,0.121,0.481,0.15,0.772
2023-24,0000_1743,43.042477990055,-87.940912017571,CERT School,Private School,9-12,3,NA,NA,NR-DATA,NA,NA,NA,NA,NA,NA,1,0
2023-24,0000_1384,43.089056016453,-87.930200029132,Christian Faith Academy of Higher Learning,Private School,K-8,25,NA,NA,NR-DATA,NA,NA,NA,0.24,0,0,0.96,0
2023-24,0000_1923,43.077445990908,-88.019594032327,First Immanuel Lutheran School,Private School,K-8,6,NA,NA,NR-DATA,NA,NA,NA,NA,NA,NA,0,0
2023-24,0000_1684,43.06046199196,-87.974429991084,Jo's Learning Academy,Private School,K-5,78,NA,NA,NR-DATA,NA,NA,NA,0.179,0.013,0,1,0
2023-24,0000_1374,43.076070017682,-87.911449963186,Malaika Early Learning Center,Private School,K-5,87,NA,NA,NR-DATA,NA,NA,NA,1,0.034,0,1,0
2023-24,3619_1063,43.102114015772,-87.957239964957,ASSATA High,Partnership,9-12,116,NA,NA,Fails to Meet Expectations,12.9,7.2,NA,0.871,0.19,0.009,0.897,0.06
2023-24,3619_0432,43.102114015772,-87.957239964957,Banner Preparatory School of Milwaukee,Partnership,9-12,44,NA,NA,Alternate Rating - Needs Improvement,NA,NA,NA,0.977,0.227,0,0.977,0.023
2023-24,3619_0410,42.994615981818,-87.9291640259,Grandview High,Partnership,9-12,217,NA,NA,Meets Few Expectations,52.3,14.6,70.8,0.912,0.12,0.295,0.074,0.71
2023-24,3619_0296,43.005142981655,-87.950133033074,Lad Lake Synergy School,Partnership,6-12,35,NA,NA,Alternate Rating - Satisfactory Progress,NA,NA,NA,0.8,0.229,0.143,0.543,0.286
2023-24,3619_0315,43.04157898903,-87.923830034176,Milwaukee County Youth Education Center,Milwaukee Public School,6-12,22,NA,NA,Alternate Rating - Satisfactory Progress,NA,NA,NA,0.409,0.273,0,0.909,0.045
2023-24,3619_1072,43.075595015229,-87.941644009176,NOVA-Northwest Opportunities Vocational Academy,Partnership,9-12,117,NA,NA,Fails to Meet Expectations,14,8.7,NA,0.974,0.222,0,0.923,0.043
2023-24,3619_1074,43.053813005357,-87.933197984441,Shalom High,Partnership,9-12,110,NA,NA,Fails to Meet Expectations,8.6,2.3,NA,0.873,0.209,0,0.918,0.009
2023-24,3619_1086,43.094465990129,-87.906035002277,Southeastern,Partnership,6-8,16,NA,NA,Alternate Rating - Needs Improvement,NA,NA,NA,NA,NA,NA,0.813,0.063
2023-24,0000_1530,43.084288012741,-87.967866960898,Right Step Inc,Private School,6-12,NA,NA,NA,NR-DATA,NA,NA,NA,NA,NA,NA,NA,NA
2023-24,0000_1909,43.094905998136,-87.943075973514,Up Christian Academy Inc,Private School,K-5,45,NA,NA,NR-DATA,NA,NA,NA,1,0,0,0.911,0
2023-24,8025_8151,43.046854014065,-87.925448998774,UpGrade Media Arts Schools,Public Charter School,6-12,10,NA,NA,Alternate Rating - Satisfactory Progress,NA,NA,NA,NA,NA,NA,0.9,0.1
2023-24,3619_0115,43.061817010428,-87.923781000042,Grant Gordon Learning Center,Milwaukee Public School,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-24,3619_1141,43.065002007906,-87.950639970578,Next Door Charter,Public Charter School,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-24,3619_0149,43.059454990113,-87.946751018961,Starms Early Childhood,Milwaukee Public School,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
